Ticket_ID,Customer_ID,Ticket_Date,Issue_Category,Product_Category,Priority,Status,Assigned_Agent,Response_Time_Hours,Resolution_Time_Hours,Customer_Satisfaction_Rating,Region,Channel,Escalated
TCK107445,CUST35095,2024-12-07 16:52:42,Login Problem,Furniture,Low,Resolved,Pooja Desai,12.38,15.71,4.0,North,Email,No
TCK102007,CUST40854,2024-08-23 22:44:29,Feature Request,Books & Media,Low,Closed,Rohan Mehta,12.58,10.13,4.0,West,Email,No
TCK104794,CUST41671,2024-05-25 11:56:16,Technical Support,Home Appliances,High,Resolved,Ananya Iyer,0.39,3.49,3.0,South,Phone,No
TCK103998,CUST19414,2024-09-25 01:09:37,App Crash,Books & Media,Low,Closed,Arjun Malhotra,0.15,0.79,4.0,South,Phone,No
TCK109253,CUST32179,2024-07-21 11:56:27,Feature Request,Groceries,Critical,Closed,Pooja Desai,0.44,1.57,4.0,North,Chat,Yes
TCK102363,CUST20092,2024-08-10 02:34:35,Delivery Delay,Home Appliances,Medium,Resolved,Aarav Sharma,1.52,33.54,2.0,North,Phone,No
TCK105278,CUST27631,2024-09-08 19:43:59,Payment Failure,Groceries,High,Resolved,Pooja Desai,6.71,0.55,3.0,South,Email,No
TCK104899,CUST32141,2024-04-14 05:19:32,Feature Request,Electronics,Low,Resolved,Ananya Iyer,1.0,45.22,3.0,South,Web,Yes
TCK109973,CUST35404,2024-05-21 16:09:19,Refund Request,Books & Media,Medium,Closed,Sneha Reddy,8.03,23.07,4.0,North,Web,No
TCK108861,CUST23709,2024-02-22 19:05:59,Account Access,Software/Subscription,Critical,Closed,Karan Verma,0.33,1.43,5.0,West,Phone,No
TCK105750,CUST33148,2024-04-16 20:50:58,Billing Issue,Mobile & Accessories,Low,Resolved,Ishita Kapoor,3.44,29.76,,West,Web,No
TCK102900,CUST18763,2024-03-14 22:52:39,Login Problem,Mobile & Accessories,High,Closed,Ananya Iyer,6.16,2.43,3.0,South,Email,Yes
TCK101891,CUST31036,2024-11-20 16:04:58,Refund Request,Mobile & Accessories,Low,Resolved,Neha Gupta,4.04,12.23,4.0,West,Web,Yes
TCK107411,CUST43419,2024-03-22 23:29:40,Feature Request,Software/Subscription,Medium,Closed,Ananya Iyer,0.88,0.76,4.0,North,Web,No
TCK100158,CUST44971,2024-05-27 13:56:39,Technical Support,Books & Media,Medium,Open,Aarav Sharma,4.22,,,Central,Web,No
TCK111842,CUST45183,2024-07-11 09:45:34,App Crash,Software/Subscription,Critical,Closed,Sneha Reddy,3.58,4.37,4.0,North,Email,No
TCK100128,CUST20292,2024-04-03 03:42:19,Product Defect,Home Appliances,Low,Closed,Aarav Sharma,0.21,51.02,,South,Chat,No
TCK106110,CUST38866,2024-07-20 23:01:38,Delivery Delay,Furniture,Low,Closed,Rohan Mehta,0.69,1.62,4.0,Central,Web,No
TCK106979,CUST43338,2024-11-29 23:01:33,Login Problem,Software/Subscription,Low,Closed,Vikram Rao,0.1,41.99,3.0,,Phone,No
TCK101442,CUST13435,2024-08-20 07:40:40,Billing Issue,Electronics,Critical,Closed,Arjun Malhotra,0.1,6.02,3.0,West,Chat,Yes
TCK107067,CUST38190,2024-01-14 02:24:42,Technical Support,Software/Subscription,High,Closed,Priya Nair,0.28,6.95,4.0,North,Chat,No
TCK110872,CUST49839,2024-11-16 09:02:58,App Crash,Fashion,Critical,Closed,Ishita Kapoor,0.1,1.47,5.0,Central,Email,No
TCK107435,CUST42686,2024-07-11 02:18:14,Feature Request,Groceries,Medium,Closed,Divya Menon,5.69,4.54,,South,Email,No
TCK102749,CUST42831,2024-07-20 11:04:17,Product Defect,Software/Subscription,Medium,Resolved,Divya Menon,4.82,4.08,3.0,East,Web,No
TCK104863,CUST25118,2024-08-24 14:23:55,Feature Request,Electronics,Medium,Resolved,Arjun Malhotra,0.18,18.89,3.0,West,Phone,No
TCK108543,CUST20459,2024-02-05 17:42:31,Account Access,Electronics,Low,Closed,Rahul Joshi,14.95,62.15,2.0,West,Email,No
TCK109056,CUST18701,2024-03-31 11:38:27,Order Cancellation,Home Appliances,Medium,Closed,Rohan Mehta,1.86,9.27,4.0,West,Web,No
TCK108645,CUST28858,2024-06-05 21:58:10,Product Defect,Home Appliances,Medium,Closed,Aditya Singh,2.27,19.8,4.0,North,Email,No
TCK103062,CUST48583,2024-10-10 07:23:51,Account Access,Electronics,Low,Resolved,Vikram Rao,2.58,1.7,4.0,West,Email,No
TCK110567,CUST26564,2024-04-19 04:56:20,Product Defect,Fashion,Critical,Resolved,Karan Verma,1.28,2.7,3.0,South,Chat,Yes
TCK106168,CUST33447,2024-12-12 10:22:11,Payment Failure,Books & Media,Medium,Resolved,Pooja Desai,0.45,2.1,3.0,East,Email,Yes
TCK105744,CUST22202,2024-08-30 23:10:10,Billing Issue,Books & Media,Low,Closed,Aditya Singh,0.1,34.51,4.0,East,Phone,Yes
TCK110964,CUST14971,2024-12-08 04:35:46,Login Problem,Electronics,Medium,Closed,Karan Verma,0.65,14.47,4.0,Central,Phone,No
TCK101058,CUST26164,2024-04-06 05:57:23,Technical Support,Furniture,Medium,Closed,Ishita Kapoor,0.44,5.08,4.0,Central,Phone,No
TCK101964,CUST35632,2024-03-16 10:51:31,Warranty Claim,Software/Subscription,High,Closed,Aditya Singh,0.17,10.67,4.0,East,Chat,No
TCK103126,CUST12973,2024-05-03 20:55:36,Account Access,Mobile & Accessories,Medium,Closed,Pooja Desai,9.59,7.76,5.0,North,Email,No
TCK105028,CUST32682,2024-06-15 10:07:00,Technical Support,Fashion,Medium,Closed,Arjun Malhotra,0.34,0.79,4.0,South,Phone,No
TCK104440,CUST24204,2024-06-07 21:42:47,Delivery Delay,Furniture,Low,Closed,Vikram Rao,0.1,2.36,3.0,Central,Email,No
TCK101128,CUST25848,2024-07-15 02:05:42,Warranty Claim,Home Appliances,Medium,Resolved,Pooja Desai,0.7,17.81,4.0,North,Phone,No
TCK107808,CUST30661,2024-10-25 14:07:50,Refund Request,Furniture,Medium,Closed,Priya Nair,2.99,3.5,4.0,East,Email,No
TCK110128,CUST47271,2024-06-16 05:46:49,Refund Request,Furniture,High,Resolved,Karan Verma,1.58,4.66,4.0,North,Chat,No
TCK104099,CUST41525,2024-10-29 15:56:09,Product Defect,Mobile & Accessories,Medium,Closed,Vikram Rao,8.31,5.25,4.0,West,Web,No
TCK110690,CUST17317,2024-12-20 12:19:07,App Crash,Mobile & Accessories,Medium,Closed,Rahul Joshi,9.45,16.47,4.0,West,Email,No
TCK109653,CUST11169,2024-11-24 04:31:07,Login Problem,Software/Subscription,Critical,Resolved,Divya Menon,1.81,1.14,4.0,North,Web,No
TCK110395,CUST17345,2024-02-04 07:07:48,App Crash,Groceries,High,Resolved,Rahul Joshi,0.38,23.59,3.0,East,Phone,No
TCK104924,CUST18632,2024-07-28 16:39:27,Payment Failure,Books & Media,Low,Closed,Manish Kumar,0.22,13.94,5.0,South,Phone,No
TCK106493,CUST12315,2024-03-25 07:24:23,App Crash,Mobile & Accessories,High,Closed,Ishita Kapoor,13.7,0.5,4.0,West,Email,Yes
TCK101544,CUST30508,2024-07-21 23:36:09,Technical Support,Fashion,Medium,Closed,Rahul Joshi,1.42,4.58,4.0,North,Phone,No
TCK103264,CUST38791,2024-12-28 02:52:06,Order Cancellation,Home Appliances,High,Closed,Manish Kumar,0.93,1.84,5.0,North,Web,No
TCK108154,CUST31298,2024-01-30 03:09:07,Technical Support,Fashion,High,Closed,Rahul Joshi,11.5,2.53,4.0,East,Email,No
TCK105925,CUST27843,2024-03-29 11:31:20,Warranty Claim,Software/Subscription,Low,Closed,Arjun Malhotra,1.36,2.79,4.0,East,Email,No
TCK107638,CUST18007,2024-11-30 10:01:59,Warranty Claim,Electronics,High,Closed,Rohan Mehta,0.85,31.51,4.0,East,Email,No
TCK102269,CUST49421,2024-10-27 11:43:31,Product Defect,Mobile & Accessories,High,Resolved,Rahul Joshi,2.6,2.15,4.0,North,Chat,No
TCK107671,CUST12473,2024-10-18 16:20:41,Feature Request,Mobile & Accessories,High,In Progress,Karan Verma,5.95,,,East,Email,No
TCK107970,CUST15275,2024-07-15 01:54:57,Billing Issue,Software/Subscription,Low,Resolved,Aarav Sharma,0.45,54.46,5.0,South,Chat,No
TCK100133,CUST30159,2024-08-19 02:12:44,App Crash,Software/Subscription,Medium,Open,Priya Nair,1.33,,,West,Email,No
TCK111274,CUST37898,2024-03-21 06:27:35,Delivery Delay,Furniture,High,Closed,Aditya Singh,0.17,11.7,5.0,North,Phone,No
TCK104768,CUST20255,2024-06-15 10:18:15,Payment Failure,Groceries,Medium,Resolved,Pooja Desai,5.71,7.8,5.0,North,Email,No
TCK109476,CUST45804,2024-04-03 04:56:17,Login Problem,Mobile & Accessories,Low,Closed,Divya Menon,0.87,12.4,4.0,,Chat,No
TCK100604,CUST46636,2024-10-23 06:54:47,Product Defect,Groceries,High,Closed,Ishita Kapoor,1.61,0.5,5.0,North,Email,No
TCK111029,CUST20481,2024-01-26 22:16:35,Product Defect,Home Appliances,High,Closed,Ishita Kapoor,3.24,2.17,3.0,Central,Email,No
TCK104025,CUST48474,2024-09-28 10:59:31,Warranty Claim,Books & Media,Medium,Closed,Pooja Desai,6.72,17.99,5.0,Central,Email,No
TCK108623,CUST35148,2024-08-14 14:57:49,Login Problem,Groceries,High,Resolved,Ishita Kapoor,5.93,0.5,4.0,West,Web,No
TCK100394,CUST38218,2024-11-09 02:01:39,Product Defect,Home Appliances,Low,Resolved,Vikram Rao,0.35,59.43,3.0,North,Web,No
TCK111079,CUST18518,2024-06-16 21:02:26,Feature Request,Fashion,Critical,Closed,Ananya Iyer,1.11,9.75,4.0,West,Chat,No
TCK105121,CUST27157,2024-10-23 22:22:28,Login Problem,Furniture,Low,Closed,Ishita Kapoor,0.13,11.05,4.0,Central,Phone,No
TCK103854,CUST14569,2024-06-05 04:57:14,Product Defect,Electronics,Medium,Closed,Ishita Kapoor,1.13,49.33,3.0,West,Chat,No
TCK107692,CUST13792,2024-10-28 19:02:27,Order Cancellation,Mobile & Accessories,High,Resolved,Arjun Malhotra,1.71,0.86,4.0,South,Chat,No
TCK111920,CUST25560,2024-06-12 01:04:49,Billing Issue,Books & Media,Medium,Resolved,Neha Gupta,1.37,30.39,4.0,North,Chat,No
TCK109508,CUST24277,2024-01-02 04:15:26,Feature Request,Groceries,High,Resolved,Arjun Malhotra,0.1,9.82,5.0,Central,Chat,No
TCK107537,CUST33072,2024-07-28 03:06:34,Product Defect,Mobile & Accessories,Medium,Closed,Rohan Mehta,0.1,18.62,4.0,West,Phone,No
TCK103551,CUST11416,2024-08-11 10:35:56,Account Access,Electronics,Low,Closed,Neha Gupta,6.74,25.44,3.0,West,Chat,No
TCK111199,CUST34172,2024-05-31 12:52:18,Delivery Delay,Furniture,Low,Resolved,Aarav Sharma,1.58,3.59,4.0,South,Phone,No
TCK105408,CUST36011,2024-06-03 06:17:40,Feature Request,Fashion,High,Resolved,Arjun Malhotra,0.13,2.54,3.0,South,Chat,No
TCK106015,CUST12948,2024-11-08 13:10:57,Billing Issue,Software/Subscription,Low,Closed,Aarav Sharma,0.93,29.67,3.0,West,Chat,No
TCK100182,CUST18890,2024-05-30 22:26:30,Payment Failure,Groceries,Medium,Resolved,Aditya Singh,0.12,10.11,4.0,Central,Chat,No
TCK102278,CUST42650,2024-03-11 14:22:29,Order Cancellation,Fashion,Critical,In Progress,Priya Nair,0.42,,,East,Chat,No
TCK104221,CUST49354,2024-03-25 02:01:14,Billing Issue,Home Appliances,Critical,Resolved,Manish Kumar,0.94,4.09,4.0,East,Phone,No
TCK103235,CUST25735,2024-10-08 07:28:36,Refund Request,Home Appliances,Medium,Closed,Ananya Iyer,0.1,39.77,3.0,Central,Chat,No
TCK105724,CUST31065,2024-06-22 16:05:12,Feature Request,Groceries,Low,Open,Divya Menon,0.78,,,East,Chat,No
TCK108356,CUST34253,2024-07-10 21:13:59,Order Cancellation,Books & Media,Low,Closed,Ishita Kapoor,8.19,7.68,4.0,South,Email,No
TCK106731,CUST23156,2024-07-03 07:47:50,Order Cancellation,Software/Subscription,Low,Closed,Sneha Reddy,1.18,77.53,2.0,Central,Web,No
TCK109807,CUST23273,2024-01-02 20:25:35,Warranty Claim,Mobile & Accessories,Medium,Closed,Rohan Mehta,4.35,7.32,3.0,South,Web,No
TCK107640,CUST38381,2024-07-08 21:40:55,Delivery Delay,Electronics,Low,Closed,Ishita Kapoor,5.78,12.84,4.0,Central,Email,No
TCK104443,CUST43732,2024-11-18 15:38:26,App Crash,Electronics,Critical,In Progress,Divya Menon,0.5,,,Central,Email,No
TCK100402,CUST45588,2024-08-06 20:17:33,Feature Request,Electronics,Critical,Resolved,Manish Kumar,0.45,14.56,4.0,South,Phone,No
TCK106449,CUST47938,2024-06-25 03:58:02,Delivery Delay,Electronics,High,Resolved,Ananya Iyer,0.43,13.75,5.0,South,Chat,No
TCK103450,CUST43361,2024-03-16 03:56:06,Warranty Claim,Software/Subscription,High,Closed,Aditya Singh,10.54,18.19,3.0,North,Email,No
TCK101632,CUST46887,2024-12-12 13:40:49,Payment Failure,Mobile & Accessories,Critical,Open,Sneha Reddy,0.84,,,East,Chat,No
TCK110647,CUST49250,2024-07-31 15:32:42,Feature Request,Groceries,Low,Open,Neha Gupta,2.15,,,West,Web,No
TCK111767,CUST26482,2024-01-04 18:37:31,Login Problem,Groceries,High,Resolved,Rahul Joshi,1.35,5.59,4.0,Central,Web,No
TCK106177,CUST33010,2024-06-12 01:50:24,Payment Failure,Books & Media,Medium,Resolved,Sneha Reddy,0.36,15.04,4.0,North,Phone,No
TCK107105,CUST16683,2024-09-13 04:53:40,Feature Request,Home Appliances,Low,Closed,Rahul Joshi,3.22,16.25,1.0,South,Email,No
TCK105471,CUST46720,2024-08-05 16:19:41,Login Problem,Mobile & Accessories,High,Resolved,Ishita Kapoor,0.17,20.68,4.0,East,Email,Yes
TCK105392,CUST17057,2024-09-19 13:42:44,Warranty Claim,Electronics,Medium,Resolved,Rohan Mehta,0.82,0.5,5.0,Central,Chat,Yes
TCK111980,CUST22209,2024-03-16 00:26:03,Technical Support,Books & Media,High,Closed,Rohan Mehta,0.62,4.61,4.0,Central,Phone,No
TCK103404,CUST16184,2024-11-17 21:18:30,Product Defect,Home Appliances,Medium,Closed,Divya Menon,0.47,15.45,5.0,East,Phone,No
TCK108825,CUST22012,2024-12-02 11:01:11,Feature Request,Groceries,Low,Closed,Divya Menon,1.26,9.75,3.0,West,Web,No
TCK108857,CUST13824,2024-03-13 13:28:00,Technical Support,Electronics,Low,Resolved,Divya Menon,2.74,12.24,5.0,West,Email,No
TCK107587,CUST36361,2024-10-02 20:04:29,Product Defect,Furniture,Medium,Resolved,Sneha Reddy,0.13,12.14,4.0,South,Phone,No
TCK106890,CUST40759,2024-02-10 01:24:59,Product Defect,Fashion,Medium,Resolved,Ishita Kapoor,0.86,9.96,4.0,Central,Chat,No
TCK108519,CUST35518,2024-02-27 02:26:21,Refund Request,Mobile & Accessories,Medium,Closed,Sneha Reddy,2.22,1.66,3.0,Central,Email,No
TCK107253,CUST36636,2024-01-23 13:42:00,Product Defect,Books & Media,Critical,Resolved,Ananya Iyer,4.0,11.79,5.0,West,Email,No
TCK107039,CUST22666,2024-05-22 06:27:57,Payment Failure,Books & Media,High,Closed,Karan Verma,0.33,3.59,4.0,West,Chat,Yes
TCK105876,CUST34627,2024-04-21 15:54:11,Feature Request,Books & Media,High,Closed,Vikram Rao,0.71,13.35,4.0,North,Email,No
TCK107773,CUST35848,2024-11-12 07:26:01,Delivery Delay,Home Appliances,Low,Closed,Arjun Malhotra,0.38,36.09,4.0,West,Web,No
TCK111348,CUST26542,2024-04-22 18:59:29,Delivery Delay,Books & Media,High,Closed,Arjun Malhotra,0.11,6.87,,West,Phone,Yes
TCK106274,CUST35698,2024-05-26 12:33:30,Warranty Claim,Software/Subscription,Low,Closed,Ishita Kapoor,0.91,7.79,5.0,Central,Chat,No
TCK102068,CUST26833,2024-10-07 05:44:35,Feature Request,Home Appliances,Medium,Closed,Priya Nair,2.5,2.32,5.0,West,Web,No
TCK105283,CUST22298,2024-04-02 13:38:02,Payment Failure,Fashion,Low,Resolved,Arjun Malhotra,0.95,12.92,4.0,West,Phone,No
TCK105101,CUST49908,2024-05-31 15:52:53,Payment Failure,Electronics,Medium,Resolved,Aarav Sharma,1.14,5.62,3.0,West,Phone,No
TCK105675,CUST14712,2024-03-22 00:28:00,Refund Request,Home Appliances,Low,Resolved,Karan Verma,7.51,47.92,4.0,West,Web,No
TCK101600,CUST48594,2024-07-24 09:21:06,Warranty Claim,Groceries,Critical,Resolved,Rahul Joshi,0.6,4.87,3.0,South,Phone,Yes
TCK104922,CUST14925,2024-12-22 03:33:18,Payment Failure,Electronics,High,Resolved,Ananya Iyer,0.25,4.4,4.0,North,Chat,No
TCK101386,CUST34833,2024-09-11 07:49:23,Login Problem,Groceries,Low,Closed,Karan Verma,15.08,62.02,3.0,South,Email,No
TCK109237,CUST38705,2024-08-17 11:24:50,Account Access,Fashion,Low,Closed,Aarav Sharma,1.12,74.0,4.0,South,Chat,No
TCK103586,CUST42504,2024-02-13 02:12:57,Warranty Claim,Mobile & Accessories,High,Resolved,Arjun Malhotra,1.12,1.33,4.0,Central,Chat,No
TCK108324,CUST10485,2024-08-26 17:59:06,App Crash,Software/Subscription,High,Closed,Vikram Rao,1.15,1.86,5.0,South,Chat,No
TCK101406,CUST19035,2024-11-28 01:10:12,App Crash,Software/Subscription,High,Closed,Arjun Malhotra,0.28,2.64,5.0,North,Chat,No
TCK104895,CUST41281,2024-06-09 14:37:35,Login Problem,Home Appliances,Medium,Resolved,Aarav Sharma,0.2,0.72,4.0,North,Chat,No
TCK103276,CUST18467,2024-03-29 00:24:41,Account Access,Furniture,Medium,Resolved,Vikram Rao,1.28,15.76,4.0,North,Email,No
TCK100810,CUST27617,2024-06-09 08:32:35,Delivery Delay,Home Appliances,Medium,Closed,Rohan Mehta,12.26,16.88,3.0,South,Email,No
TCK108918,CUST14630,2024-01-12 18:11:30,Order Cancellation,Software/Subscription,Critical,Closed,Rohan Mehta,4.32,0.5,4.0,Central,Email,No
TCK102030,CUST33519,2024-12-03 14:44:04,Billing Issue,Mobile & Accessories,Low,Resolved,Neha Gupta,0.47,5.76,4.0,West,Chat,No
TCK107825,CUST14665,2024-08-05 19:32:34,Warranty Claim,Furniture,High,Closed,Rahul Joshi,0.68,28.42,3.0,East,Web,No
TCK102651,CUST15166,2024-03-30 21:55:01,Billing Issue,Software/Subscription,Low,Closed,Pooja Desai,0.25,39.17,3.0,East,Chat,No
TCK111559,CUST24644,2024-10-19 17:30:30,Product Defect,Furniture,Low,Closed,Vikram Rao,5.12,22.82,4.0,South,Email,No
TCK103025,CUST16380,2024-06-15 13:48:10,Technical Support,Electronics,High,Closed,Divya Menon,0.1,10.28,4.0,South,Phone,No
TCK101721,CUST13380,2024-11-07 04:57:08,Warranty Claim,Furniture,Critical,Resolved,Rahul Joshi,16.71,0.75,5.0,South,Email,No
TCK110446,CUST11725,2024-10-10 05:03:51,Payment Failure,Furniture,Low,Closed,Neha Gupta,1.16,14.06,5.0,East,Web,No
TCK105278,CUST27631,2024-09-08 19:43:59,Payment Failure,Groceries,High,Resolved,Pooja Desai,6.71,0.55,3.0,South,Email,No
TCK107252,CUST30698,2024-10-16 20:34:45,Delivery Delay,Home Appliances,Medium,Resolved,Ananya Iyer,0.87,10.55,4.0,North,Email,No
TCK101703,CUST19665,2024-07-12 23:10:15,Technical Support,Home Appliances,Critical,Closed,Karan Verma,8.45,12.2,3.0,West,Web,No
TCK104415,CUST25732,2024-11-11 11:18:22,Product Defect,Electronics,Low,Closed,Priya Nair,9.62,24.26,5.0,South,Web,No
TCK100062,CUST31770,2024-10-30 20:22:14,Account Access,Fashion,High,Closed,Rohan Mehta,0.45,10.69,4.0,East,Email,No
TCK104008,CUST41671,2024-05-08 16:51:59,Technical Support,Home Appliances,Medium,Closed,Pooja Desai,4.42,1.85,4.0,East,Web,No
TCK107604,CUST17863,2024-12-22 23:00:31,App Crash,Mobile & Accessories,High,In Progress,Pooja Desai,0.77,,,West,Web,No
TCK104681,CUST10883,2024-11-30 15:38:05,Billing Issue,Software/Subscription,Critical,Resolved,Aarav Sharma,2.69,3.54,4.0,West,Email,No
TCK102095,CUST23093,2024-05-05 08:00:27,Product Defect,Software/Subscription,Low,Closed,Manish Kumar,7.69,2.08,3.0,North,Web,No
TCK105897,CUST37814,2024-06-30 08:31:40,App Crash,Software/Subscription,High,Resolved,Aditya Singh,0.19,9.17,3.0,Central,Chat,No
TCK111060,CUST12648,2024-11-09 14:36:50,Payment Failure,Groceries,Low,Closed,Rohan Mehta,6.82,3.67,4.0,East,Email,No
TCK101881,CUST13913,2024-04-18 09:19:49,Warranty Claim,Furniture,High,Closed,Aarav Sharma,2.26,9.62,3.0,West,Web,No
TCK103371,CUST45495,2024-03-29 07:25:42,Order Cancellation,Books & Media,Low,Closed,Arjun Malhotra,2.03,24.25,4.0,South,Chat,No
TCK107713,CUST12459,2024-04-19 12:52:34,Product Defect,Software/Subscription,Critical,Closed,Sneha Reddy,4.31,9.24,5.0,East,Web,Yes
TCK105859,CUST35948,2024-09-22 09:47:17,Refund Request,Furniture,Medium,Resolved,Arjun Malhotra,4.94,7.52,5.0,Central,Web,No
TCK111396,CUST33241,2024-04-01 16:25:31,Order Cancellation,Books & Media,Low,Resolved,Aditya Singh,5.08,1.23,5.0,North,Web,No
TCK110484,CUST36391,2024-03-24 17:40:21,Warranty Claim,Home Appliances,Low,Closed,Divya Menon,0.71,13.55,4.0,West,Email,No
TCK109826,CUST43275,2024-05-18 03:38:03,Warranty Claim,Books & Media,Low,Resolved,Priya Nair,0.18,4.95,4.0,West,Phone,No
TCK102288,CUST30992,2024-02-22 14:43:29,Payment Failure,Fashion,Medium,Closed,Rahul Joshi,0.17,37.07,3.0,East,Phone,No
TCK106898,CUST43781,2024-10-08 11:01:13,Delivery Delay,Furniture,Medium,Closed,Aditya Singh,11.03,0.5,4.0,West,Email,Yes
TCK109031,CUST47649,2024-03-23 15:04:15,Payment Failure,Fashion,Low,Closed,Priya Nair,2.09,28.0,,Central,Email,No
TCK105485,CUST18731,2024-06-14 20:35:08,Payment Failure,Furniture,Low,Resolved,Rahul Joshi,1.17,40.09,4.0,East,Chat,No
TCK111372,CUST42722,2024-06-18 18:26:31,Delivery Delay,Electronics,Medium,Closed,Divya Menon,0.1,27.54,3.0,South,Email,No
TCK108262,CUST39390,2024-10-22 16:22:06,Delivery Delay,Mobile & Accessories,Low,Closed,Aditya Singh,1.58,51.69,3.0,North,Chat,No
TCK103609,CUST10637,2024-03-06 07:28:54,Login Problem,Mobile & Accessories,Low,Closed,Divya Menon,0.99,4.24,4.0,South,Email,No
TCK100665,CUST31127,2024-10-02 20:58:02,Login Problem,Groceries,Critical,Closed,Neha Gupta,0.79,1.99,5.0,Central,Phone,No
TCK102907,CUST47435,2024-12-31 21:21:36,Billing Issue,Groceries,Low,Open,Ananya Iyer,0.1,,,South,Phone,No
TCK106863,CUST46441,2024-12-11 12:09:26,Feature Request,Furniture,Critical,Resolved,Ananya Iyer,0.53,3.14,5.0,West,Phone,No
TCK101047,CUST45216,2024-03-09 07:23:28,Product Defect,Electronics,Medium,Resolved,Vikram Rao,1.16,8.18,4.0,West,Email,No
TCK105936,CUST21656,2024-02-17 22:33:00,Delivery Delay,Groceries,Low,Resolved,Arjun Malhotra,1.59,16.77,4.0,East,Chat,No
TCK102405,CUST28511,2024-04-06 09:38:18,Account Access,Furniture,High,Closed,Karan Verma,0.1,7.89,4.0,North,Email,No
TCK108343,CUST43957,2024-12-29 17:09:01,Payment Failure,Mobile & Accessories,Critical,Resolved,Aditya Singh,4.16,2.78,4.0,East,Web,No
TCK109105,CUST17500,2024-12-22 01:46:40,Account Access,Software/Subscription,Medium,Closed,Arjun Malhotra,0.33,10.33,3.0,North,Email,Yes
TCK107815,CUST13134,2024-07-02 08:58:30,Order Cancellation,Books & Media,Medium,Closed,Aarav Sharma,1.46,4.33,5.0,South,Chat,No
TCK101569,CUST44309,2024-12-17 00:00:49,Delivery Delay,Mobile & Accessories,High,Closed,Sneha Reddy,2.35,2.08,4.0,North,Email,No
TCK100463,CUST13885,2024-04-17 16:50:33,Feature Request,Mobile & Accessories,Critical,Open,Ishita Kapoor,2.69,,,South,Email,Yes
TCK100744,CUST20143,2024-06-14 11:16:30,Feature Request,Software/Subscription,Critical,Closed,Pooja Desai,0.78,15.23,4.0,East,Email,No
TCK100223,CUST40152,2024-11-19 03:02:36,App Crash,Groceries,Medium,Resolved,Aditya Singh,1.15,3.44,5.0,North,Chat,No
TCK107697,CUST35480,2024-07-12 12:28:09,Order Cancellation,Electronics,High,Resolved,Rahul Joshi,0.11,0.5,4.0,North,Chat,No
TCK110797,CUST12477,2024-11-10 18:08:53,Login Problem,Mobile & Accessories,High,Resolved,Divya Menon,1.31,20.85,4.0,East,Chat,No
TCK103669,CUST23214,2024-02-10 18:59:35,Warranty Claim,Books & Media,Critical,Resolved,Pooja Desai,1.27,2.29,4.0,Central,Chat,No
TCK100626,CUST42619,2024-03-18 03:31:15,Warranty Claim,Fashion,Medium,Resolved,Pooja Desai,2.15,4.38,4.0,East,Chat,No
TCK103510,CUST35550,2024-04-17 13:13:28,App Crash,Software/Subscription,Medium,Closed,Arjun Malhotra,13.41,12.1,5.0,Central,Email,No
TCK106673,CUST36310,2024-07-29 06:32:16,App Crash,Home Appliances,High,Resolved,Vikram Rao,1.45,15.9,3.0,North,Web,No
TCK102189,CUST40834,2024-01-14 06:58:45,App Crash,Mobile & Accessories,High,Closed,Aarav Sharma,4.5,2.75,5.0,West,Web,No
TCK102178,CUST43220,2024-05-19 18:07:26,Payment Failure,Software/Subscription,Low,Closed,Priya Nair,0.25,13.67,4.0,Central,Phone,No
TCK107040,CUST29727,2024-08-13 05:46:21,Billing Issue,Groceries,Critical,Resolved,Priya Nair,0.1,8.48,3.0,West,Email,No
TCK109704,CUST20760,2024-08-03 04:51:24,Warranty Claim,Home Appliances,Low,Closed,Aditya Singh,0.92,41.85,4.0,East,Phone,No
TCK110083,CUST42377,2024-06-03 01:53:54,Technical Support,Home Appliances,Medium,Closed,Manish Kumar,0.26,7.13,4.0,,Email,No
TCK110365,CUST43702,2024-06-08 02:18:09,Billing Issue,Books & Media,High,Closed,Ananya Iyer,0.68,2.93,4.0,South,Chat,No
TCK107913,CUST42466,2024-07-27 01:47:01,Delivery Delay,Fashion,Medium,Resolved,Ananya Iyer,0.1,0.73,5.0,East,Phone,No
TCK100439,CUST25985,2024-07-19 09:24:42,Product Defect,Mobile & Accessories,Critical,Closed,Vikram Rao,0.1,8.4,5.0,East,Email,No
TCK110649,CUST12587,2024-10-05 15:40:41,App Crash,Books & Media,Medium,Closed,Sneha Reddy,2.42,7.81,4.0,South,Email,No
TCK105515,CUST43939,2024-11-30 23:09:41,Delivery Delay,Fashion,High,Closed,Divya Menon,0.1,0.5,4.0,North,Phone,No
TCK100354,CUST31503,2024-11-27 20:23:12,Order Cancellation,Books & Media,High,Resolved,Rahul Joshi,1.02,14.38,4.0,North,Phone,No
TCK106046,CUST37422,2024-04-09 20:27:32,Refund Request,Mobile & Accessories,Low,Closed,Rohan Mehta,0.28,40.73,4.0,West,Phone,No
TCK100457,CUST37862,2024-02-09 18:35:25,App Crash,Fashion,Low,Resolved,Pooja Desai,2.06,60.88,4.0,East,Email,No
TCK110164,CUST12540,2024-09-21 00:59:46,Order Cancellation,Home Appliances,High,Closed,Neha Gupta,0.92,9.63,4.0,North,Chat,Yes
